RegionID,RegionName,State,date,home_value,treated,rent,post,did,pop_total,median_income,housing_total,housing_owned,median_rent_census,labor_force,mortgage_rate,ownership_rate,home_value_idx,rent_idx
616,Lucas County,OH,2021-05-01,130335.00239132764,0,855.1027210346365,0,0,431212.0,53176.0,179358.0,109694.0,803.0,216653.0,2.9625,0.6115924575430145,98.47881562841101,91.83072271111764
616,Lucas County,OH,2021-06-01,131943.37572146385,0,862.3208224975327,0,0,431212.0,53176.0,179358.0,109694.0,803.0,216653.0,2.975,0.6115924575430145,99.69407398368055,92.60588510697335
616,Lucas County,OH,2021-07-01,132838.42651995024,0,876.0412973153321,0,0,431212.0,53176.0,179358.0,109694.0,803.0,216653.0,2.868,0.6115924575430145,100.3703584885717,94.07934681802217
616,Lucas County,OH,2021-08-01,132898.52002688963,0,889.4229339008173,0,0,431212.0,53176.0,179358.0,109694.0,803.0,216653.0,2.8425,0.6115924575430145,100.4157640763399,95.51642019935323
616,Lucas County,OH,2021-09-01,132199.28497556344,0,904.6414816496834,0,0,431212.0,53176.0,179358.0,109694.0,803.0,216653.0,2.9,0.6115924575430145,99.88743447617827,97.15076213747861
616,Lucas County,OH,2021-10-01,131585.5071841003,0,909.8070975624807,0,0,431212.0,53176.0,179358.0,109694.0,803.0,216653.0,3.0675,0.6115924575430145,99.42367486553408,97.70550513016406
616,Lucas County,OH,2021-11-01,131151.68661563963,0,917.8723194915588,0,0,431212.0,53176.0,179358.0,109694.0,803.0,216653.0,3.0675,0.6115924575430145,99.09588774010037,98.57164102279302
616,Lucas County,OH,2021-12-01,131096.26708234192,0,923.5186633548938,0,0,431212.0,53176.0,179358.0,109694.0,803.0,216653.0,3.098,0.6115924575430145,99.05401372389824,99.17801008804189
616,Lucas County,OH,2022-01-01,132348.26349163175,0,931.1728099152944,0,0,430014.0,57265.0,181383.0,111632.0,879.0,216270.0,3.4450000000000003,0.6154490773666771,100.0,100.0
616,Lucas County,OH,2022-02-01,134758.51974794033,0,939.2127511605348,0,0,430014.0,57265.0,181383.0,111632.0,879.0,216270.0,3.7625,0.6154490773666771,101.82114686866366,100.86342096328734
616,Lucas County,OH,2022-03-01,137556.19462514468,0,949.3376667961444,0,0,430014.0,57265.0,181383.0,111632.0,879.0,216270.0,4.172,0.6154490773666771,103.9350203743642,101.95075035347116
616,Lucas County,OH,2022-04-01,140000.18565564428,0,959.1493812514578,0,0,430014.0,57265.0,181383.0,111632.0,879.0,216270.0,4.9825,0.6154490773666771,105.7816566399425,103.00444461417516
616,Lucas County,OH,2022-05-01,141731.89942093354,0,971.8778848863489,0,0,430014.0,57265.0,181383.0,111632.0,879.0,216270.0,5.23,0.6154490773666771,107.09010883992075,104.37137709967685
616,Lucas County,OH,2022-06-01,143160.0874605591,0,985.6328761799276,0,0,430014.0,57265.0,181383.0,111632.0,879.0,216270.0,5.522,0.6154490773666771,108.16922238621662,105.8485455851731
